id_cliente,cpf,nome,data_nascimento,genero,email,telefone
815,310.692.547-70,Luiza Rezende,1957-12-01,F,luiza.rezende@email.com,(051) 4695 1003
816,620.895.317-03,Srta. Natália Sá,1967-03-15,F,srta..sa@email.com,+55 (031) 0666 6411
817,418.572.069-67,Matteo Freitas,1951-06-29,M,matteo.freitas@email.com,71 9949 7089
818,836.941.270-03,Maria Eduarda Vargas,1970-05-14,F,maria.vargas@email.com,61 9996-2697
819,861.349.075-10,Vitória da Conceição,1969-11-23,F,vitoria.conceicao@email.com,0900 625 7197
820,932.061.874-78,Alícia Sales,1975-07-31,F,alicia.sales@email.com,41 9826-0418
821,175.246.098-76,Maria Eduarda Carvalho,1975-09-28,F,maria.carvalho@email.com,(021) 1274 6921
822,824.075.361-26,Vitor Hugo Rocha,1962-10-08,M,vitor.rocha@email.com,+55 (051) 2297-5891
823,459.107.236-34,Benjamim Santos,1970-01-08,M,benjamim.santos@email.com,(084) 0568-2092
824,098.753.124-79,Maria Clara Monteiro,1972-07-19,F,maria.monteiro@email.com,+55 84 0723-2472
825,954.068.327-00,Enrico Novais,1955-08-07,M,enrico.novais@email.com,+55 71 7312-6168
826,105.478.639-93,André Mendes,1944-09-19,M,andre.mendes@email.com,0800-271-1526
827,537.041.962-07,Augusto Souza,1976-02-11,M,augusto.souza@email.com,+55 11 6950 0741
828,543.691.780-10,Leonardo Novais,2003-07-11,M,leonardo.novais@email.com,81 5294 4716
829,734.690.125-80,Srta. Sophie Casa Grande,1947-01-24,F,srta..grande@email.com,+55 71 5025-8963
830,435.829.160-06,Srta. Ana Lívia Martins,1973-04-10,F,srta..martins@email.com,51 0648 6067
831,493.821.506-33,Hellena Silva,2007-05-01,F,hellena.silva@email.com,(031) 6280 5507
832,065.342.791-34,João Guilherme Santos,1971-09-02,M,joao.santos@email.com,+55 (031) 3920-9085
833,740.589.162-49,Cauê Aparecida,1951-06-18,M,caue.aparecida@email.com,(061) 8619-0254
834,290.354.871-41,Dr. Mathias Aragão,2000-04-13,M,dr..aragao@email.com,+55 81 1201-2275
835,026.759.413-52,Luiz Henrique Araújo,1967-08-07,M,luiz.araujo@email.com,+55 11 2594-7950
836,719.586.320-40,João Miguel Aparecida,1968-09-23,M,joao.aparecida@email.com,0900 503 1006
837,031.925.764-99,Henrique da Rosa,1973-10-20,M,henrique.rosa@email.com,+55 (061) 8941 1849
838,529.816.403-05,Hellena Rezende,1969-03-28,F,hellena.rezende@email.com,51 1006 7990
839,680.743.512-62,Sr. Miguel Oliveira,1947-08-25,M,sr..oliveira@email.com,+55 41 7842-3394
840,096.375.142-52,Marcelo Câmara,1945-03-13,M,marcelo.camara@email.com,+55 11 2501-7365
841,241.389.750-04,Caroline Gonçalves,1987-05-14,F,caroline.goncalves@email.com,+55 (061) 9233-4511
842,069.217.385-40,Ana Beatriz Oliveira,1961-03-08,F,ana.oliveira@email.com,+55 (021) 2116 6732
843,579.648.310-20,André da Paz,1950-08-14,M,andre.paz@email.com,+55 (041) 9964-2603
844,209.375.186-03,Mariah Rios,1976-01-31,F,mariah.rios@email.com,(061) 0920-7115
845,802.136.975-21,Henry Gabriel Silva,1949-03-30,M,henry.silva@email.com,11 8189 7059
846,186.942.530-89,Pedro Henrique Caldeira,1994-05-07,M,pedro.caldeira@email.com,0900 597 7216
847,053.748.196-66,Valentim Aparecida,1986-01-25,M,valentim.aparecida@email.com,+55 (021) 8972-8454
848,297.105.684-85,Calebe Moraes,1986-07-02,M,calebe.moraes@email.com,(021) 8232 2041
849,432.590.617-70,João Lucas Mendonça,1983-12-07,M,joao.mendonca@email.com,0500-302-0203
850,239.158.460-15,Kamilly Silva,1991-12-22,F,kamilly.silva@email.com,+55 51 3530 2816
851,463.058.279-74,Benicio Jesus,2001-01-02,M,benicio.jesus@email.com,(031) 7756-9198
852,102.483.597-97,Davi Lucca Vargas,1970-05-19,M,davi.vargas@email.com,0500-029-8310
853,841.935.702-23,Isadora Sousa,1999-03-10,F,isadora.sousa@email.com,+55 (081) 1670-8056
854,670.319.584-66,Maria Eduarda Leão,1969-04-14,F,maria.leao@email.com,21 0494 4407
855,438.972.016-31,Matteo Costa,1956-01-12,M,matteo.costa@email.com,(051) 3226-2611
856,362.857.410-26,Diogo da Cunha,1951-07-20,M,diogo.cunha@email.com,31 8087-9919
857,341.586.970-93,Diogo Porto,1958-04-30,M,diogo.porto@email.com,84 5324-7250
858,394.106.587-48,Vitor da Costa,2002-05-18,M,vitor.costa@email.com,51 7605 4576
859,576.492.801-01,Dra. Juliana Monteiro,1960-12-22,F,dra..monteiro@email.com,(021) 5974-6698
860,342.017.856-53,Ana Luiza Lopes,1981-02-01,F,ana.lopes@email.com,+55 (021) 9594 8152
861,568.231.097-77,Cecília Duarte,1975-06-28,F,cecilia.duarte@email.com,+55 84 2359-1426
862,483.167.052-90,João Pedro Aragão,2004-12-12,M,joao.aragao@email.com,(041) 3079 6373
863,817.429.605-02,Antony Alves,1969-09-18,M,antony.alves@email.com,81 7184-5235
864,874.253.091-14,Dr. Felipe Lopes,1957-11-06,M,dr..lopes@email.com,+55 (031) 0865-2377
865,695.317.802-77,Davi Lucca Oliveira,1963-08-12,M,davi.oliveira@email.com,+55 (081) 0527 8105
866,098.136.475-66,Valentim Ribeiro,1957-04-29,M,valentim.ribeiro@email.com,(051) 7316 0943
867,361.970.542-99,Davi Vargas,1970-05-18,M,davi.vargas@email.com,0900-552-8620
868,735.192.480-50,Francisco Oliveira,2006-07-17,M,francisco.oliveira@email.com,+55 41 2227-3938
869,457.861.203-17,Emanuella Abreu,1960-01-27,F,emanuella.abreu@email.com,(011) 6185-0761
870,826.430.175-44,Natália Aparecida,1947-04-10,F,natalia.aparecida@email.com,+55 41 0712 6158
871,176.524.893-00,Fernando Santos,1958-04-12,M,fernando.santos@email.com,(061) 7422 3322
872,148.927.650-58,Sophia Almeida,1956-10-21,F,sophia.almeida@email.com,11 6062 9535
873,731.650.492-70,Sr. Mathias da Cruz,1991-03-04,M,sr..cruz@email.com,(084) 4130-7538
874,852.096.134-70,Camila Rezende,1971-12-16,F,camila.rezende@email.com,+55 (081) 8463 9756
875,470.265.839-56,Levi Siqueira,1969-09-16,M,levi.siqueira@email.com,+55 31 6411 9556
876,163.427.890-96,Antony Nunes,1948-09-29,M,antony.nunes@email.com,(081) 0204-2620
877,219.708.463-13,Theo Brito,2006-04-19,M,theo.brito@email.com,0900-678-9760
878,312.965.807-68,Stephany Melo,1953-08-15,F,stephany.melo@email.com,(031) 6075-9889
879,538.964.207-47,Yago Leão,1985-08-28,M,yago.leao@email.com,+55 31 6543 0895
880,209.846.751-67,Igor Campos,1977-09-27,M,igor.campos@email.com,41 4497 4700
881,876.294.315-46,Cecilia Leão,1964-11-28,F,cecilia.leao@email.com,0500 797 4163
882,045.963.182-98,Luiz Felipe Lima,1992-03-20,M,luiz.lima@email.com,+55 21 7309-6496
883,718.542.963-37,Francisco Martins,1959-10-22,M,francisco.martins@email.com,(061) 3059 7025
884,827.351.640-71,Daniel Castro,1949-12-24,M,daniel.castro@email.com,(051) 9489 8959
885,693.285.470-83,Luiz Fernando da Paz,1965-07-26,M,luiz.paz@email.com,+55 61 1491-6999
886,497.218.653-46,Joaquim Santos,1945-10-25,M,joaquim.santos@email.com,51 8223 0958
887,734.015.689-57,Davi Lucas Pereira,1953-06-07,M,davi.pereira@email.com,+55 (081) 2170 7548
888,658.341.702-26,Gael da Paz,1945-05-04,M,gael.paz@email.com,+55 (061) 4496 4612
889,251.706.349-43,Sr. Benjamim Alves,2003-06-19,M,sr..alves@email.com,11 8963 5957
890,931.256.407-25,Marina Barros,1991-12-30,F,marina.barros@email.com,(061) 6631 1388
891,423.671.908-87,Benicio Costela,1957-11-29,M,benicio.costela@email.com,(041) 7424 6310
892,768.940.521-58,Isabel Ribeiro,1993-01-05,F,isabel.ribeiro@email.com,+55 (011) 9469-0217
893,743.021.569-61,Laura Azevedo,1960-03-10,F,laura.azevedo@email.com,61 5022-8946
894,752.168.490-76,Lucca Cirino,1945-04-13,M,lucca.cirino@email.com,+55 84 0256 9133
895,394.865.027-65,Heloísa Almeida,1990-04-07,F,heloisa.almeida@email.com,(011) 7507-6279
896,530.129.674-43,Luiz Felipe Sá,2006-02-17,M,luiz.sa@email.com,+55 (051) 3984-7230
897,209.473.856-65,Júlia Silva,1950-10-31,F,julia.silva@email.com,(051) 2224-0507
898,871.635.294-73,Sra. Joana Ribeiro,1951-11-08,F,sra..ribeiro@email.com,0900-924-0658
899,279.840.153-41,Zoe Macedo,1985-05-25,F,zoe.macedo@email.com,+55 (061) 9566 8448
900,397.401.582-50,Sr. Josué Mendonça,1950-07-01,M,sr..mendonca@email.com,+55 (071) 1878 0358
901,170.632.845-17,Benicio Rios,1985-05-11,M,benicio.rios@email.com,+55 (021) 5199-9452
902,179.865.342-73,Liam Sousa,1961-08-24,M,liam.sousa@email.com,+55 21 8722-0542
903,265.794.308-00,Brenda Garcia,1995-01-03,F,brenda.garcia@email.com,+55 (011) 8334 4470
904,785.023.649-10,Theodoro Moreira,2003-03-08,M,theodoro.moreira@email.com,31 9685 1953
905,926.351.487-91,Dr. Theo da Cunha,1972-10-29,M,dr..cunha@email.com,+55 31 4277-7522
906,619.240.875-02,Eduardo Almeida,1946-07-16,M,eduardo.almeida@email.com,31 9229 4115
907,258.674.301-62,Henrique Aparecida,1961-04-11,M,henrique.aparecida@email.com,(061) 2629-4206
908,480.569.273-10,Ana Vitória Farias,1958-08-01,F,ana.farias@email.com,+55 51 3800 4983
909,128.096.735-86,Srta. Ana Luiza Ramos,1979-06-12,F,srta..ramos@email.com,+55 61 5826 8687
910,195.247.086-20,Kaique Albuquerque,1965-06-11,M,kaique.albuquerque@email.com,+55 84 0062 9877
911,589.673.412-37,Dra. Pietra da Cruz,1995-08-12,F,dra..cruz@email.com,(041) 1962 3421
912,628.015.943-42,Diego Silva,1947-09-29,M,diego.silva@email.com,(011) 2948 3147
913,792.634.850-38,Brenda Borges,1988-12-29,F,brenda.borges@email.com,+55 (031) 8318-0036
914,208.791.453-23,Maria Luísa Almeida,1957-10-22,F,maria.almeida@email.com,71 6310-5052
915,380.241.967-78,Isabelly Moura,1989-07-24,F,isabelly.moura@email.com,0300 900 7686
916,638.149.720-31,Natália Sá,1959-03-31,F,natalia.sa@email.com,(081) 6185-1862
917,364.805.792-83,Mirella Caldeira,1989-10-27,F,mirella.caldeira@email.com,21 2339-2188
918,719.250.386-02,Sr. Luiz Fernando Cirino,1970-11-22,M,sr..cirino@email.com,+55 41 0659 2088
919,127.435.096-43,João Felipe da Cruz,1968-08-16,M,joao.cruz@email.com,0900 698 3845
920,026.387.491-50,Dr. Felipe Sousa,1983-10-05,M,dr..sousa@email.com,+55 41 2573 4989
921,534.980.621-15,Enrico Fernandes,2004-12-24,M,enrico.fernandes@email.com,+55 84 9907 4729
922,417.963.502-06,Otávio Pastor,1982-04-18,M,otavio.pastor@email.com,0300-747-4859
923,413.695.208-24,João Miguel Guerra,1976-02-03,M,joao.guerra@email.com,+55 51 4785 3698
924,480.265.793-56,Bianca Garcia,1989-10-04,F,bianca.garcia@email.com,31 6052-1026
925,694.780.523-65,Raul Aparecida,1963-01-22,M,raul.aparecida@email.com,61 4581-3088
926,057.284.163-90,Esther Rios,1962-06-21,F,esther.rios@email.com,+55 51 8563 0275
927,305.796.821-02,Ana Julia Abreu,1988-07-17,F,ana.abreu@email.com,+55 (084) 0564-1849
928,467.908.325-56,Pedro Lucas Nogueira,1989-02-16,M,pedro.nogueira@email.com,+55 71 8726 0013
929,103.265.487-26,Maria Fernanda Sales,1971-06-02,F,maria.sales@email.com,(081) 4568-6524
930,215.947.380-41,Marcos Vinicius Casa Grande,1966-02-10,M,marcos.grande@email.com,(011) 2221-9053
931,047.235.681-07,Juan Macedo,1991-03-31,M,juan.macedo@email.com,(061) 5939 6521
932,507.681.243-44,Yasmin Câmara,1959-06-30,F,yasmin.camara@email.com,+55 51 2900 3622
933,732.586.149-46,Bernardo Silva,1981-02-16,M,bernardo.silva@email.com,71 3958-5585
934,425.178.063-90,Emilly Pacheco,1978-11-01,F,emilly.pacheco@email.com,(061) 7591 7105
935,054.792.316-34,Vitória Porto,1962-12-21,F,vitoria.porto@email.com,(071) 3535-2478
936,715.426.308-35,Dr. Daniel Vieira,1964-05-04,M,dr..vieira@email.com,0500-305-3788
937,183.705.942-04,Hellena Correia,1973-09-18,F,hellena.correia@email.com,+55 (051) 8788 2815
938,730.248.159-88,Rhavi Nogueira,1965-12-24,M,rhavi.nogueira@email.com,+55 (061) 1746-5353
939,189.235.746-19,Théo Aragão,2003-10-22,M,theo.aragao@email.com,41 7177 6296
940,396.145.278-46,Ana Luiza das Neves,1962-06-23,F,ana.neves@email.com,(081) 0999 9001
941,857.140.623-53,Vitor Peixoto,1955-10-16,M,vitor.peixoto@email.com,+55 41 1896 8442
942,894.756.321-82,Sra. Maria Julia da Mota,1974-06-16,F,sra..mota@email.com,+55 (041) 8575-9582
943,028.934.576-65,Daniel Pastor,2000-06-13,M,daniel.pastor@email.com,+55 84 4883 9717
944,984.260.571-01,Lucas Sá,1978-06-04,M,lucas.sa@email.com,+55 (031) 8681-1230
945,561.804.723-35,Vitória Montenegro,2001-06-03,F,vitoria.montenegro@email.com,61 1459-0099
946,705.214.398-41,Sr. Cauã Macedo,1959-09-09,M,sr..macedo@email.com,31 1588 0705
947,601.847.932-03,Davi Lucas Rocha,2003-01-04,M,davi.rocha@email.com,61 2974-2551
948,905.648.731-01,Mariane Aparecida,1966-12-14,F,mariane.aparecida@email.com,+55 (081) 2437 3615
949,692.301.784-03,Dra. Sara Costela,1983-04-29,F,dra..costela@email.com,+55 51 3539 0058
950,547.910.263-06,Pedro Borges,1960-12-09,M,pedro.borges@email.com,0800 792 5511
951,602.941.358-98,Lavínia da Cruz,1975-09-29,F,lavinia.cruz@email.com,+55 (041) 2896 6605
952,816.725.049-02,Laís Cavalcanti,1949-11-09,F,lais.cavalcanti@email.com,+55 (051) 1975 3584
953,510.894.736-48,João Aparecida,1959-03-18,M,joao.aparecida@email.com,+55 (021) 4276 3628
954,497.085.123-97,Julia Porto,1998-09-12,F,julia.porto@email.com,+55 11 0969-0676
955,294.763.815-82,Agatha Nunes,1952-04-05,F,agatha.nunes@email.com,+55 41 5872-7174
956,681.903.245-51,Alícia Ramos,1958-06-20,F,alicia.ramos@email.com,(041) 3988 1873
957,583.916.742-82,Ravy Macedo,1975-03-28,M,ravy.macedo@email.com,+55 (021) 4130 9091
958,602.413.597-16,Gael Moraes,1998-03-29,M,gael.moraes@email.com,+55 (041) 0412-3190
959,204.698.731-40,Dr. Rael Martins,1991-07-26,M,dr..martins@email.com,0900 419 3245
960,107.542.863-71,Yuri Ramos,1954-06-18,M,yuri.ramos@email.com,+55 84 8709-8726
961,295.038.167-77,Maria Luísa Costela,1945-08-07,F,maria.costela@email.com,+55 71 3261-1890
962,689.053.174-48,Evelyn das Neves,1945-06-19,F,evelyn.neves@email.com,+55 (021) 8672-0200
963,368.510.247-80,Lucas Gabriel Vasconcelos,1981-08-24,M,lucas.vasconcelos@email.com,0800 005 7795
964,732.940.518-32,Bento Brito,1986-07-10,M,bento.brito@email.com,(061) 1307-2211
965,907.853.462-10,Ágatha Garcia,1952-10-23,F,agatha.garcia@email.com,+55 (041) 4546 1719
966,709.261.385-02,Yan Azevedo,2000-10-16,M,yan.azevedo@email.com,+55 21 4422-5216
967,234.601.597-07,Cecília Fernandes,1965-05-30,F,cecilia.fernandes@email.com,(041) 7269-0326
968,327.906.845-29,Dr. Levi Brito,1990-09-23,M,dr..brito@email.com,+55 84 4559 8516
969,195.460.832-24,Davi Lucca Caldeira,1996-03-11,M,davi.caldeira@email.com,(011) 9864 7868
970,760.945.213-07,Sra. Carolina Cunha,1962-04-05,F,sra..cunha@email.com,+55 (041) 8378 1919
971,921.380.476-87,Samuel da Rocha,1971-05-25,M,samuel.rocha@email.com,0500-235-3484
972,702.814.359-79,Pedro Henrique da Mata,1974-01-09,M,pedro.mata@email.com,+55 (061) 2021-2372
973,038.965.421-33,Luiz Henrique Farias,1961-07-27,M,luiz.farias@email.com,(021) 6739 1900
974,918.203.546-60,Stephany Oliveira,1970-10-24,F,stephany.oliveira@email.com,0300 232 7379
975,906.842.537-47,Dra. Natália Sousa,2002-10-20,F,dra..sousa@email.com,81 6746-3000
976,396.071.852-77,Sophie da Mota,1980-04-06,F,sophie.mota@email.com,+55 21 5198 5458
977,034.659.718-84,Leonardo Cassiano,1966-09-10,M,leonardo.cassiano@email.com,+55 41 4660-7569
978,946.371.052-34,José da Paz,1982-02-10,M,jose.paz@email.com,+55 84 4028 1822
979,940.136.728-04,Sr. Théo Machado,1978-09-23,M,sr..machado@email.com,+55 (084) 7452 7353
980,357.062.894-92,Leonardo Castro,1997-02-25,M,leonardo.castro@email.com,84 2851-8161
981,904.538.761-10,Sr. Luan Ferreira,1985-08-03,M,sr..ferreira@email.com,+55 (051) 3046-6001
982,271.068.453-53,Isabelly Moreira,1949-04-27,F,isabelly.moreira@email.com,(084) 1204 8507
983,534.280.697-65,Dr. Pedro Henrique Sá,2005-06-22,M,dr..sa@email.com,+55 (011) 7634-6019
984,057.861.249-67,Lívia da Costa,1962-04-22,F,livia.costa@email.com,+55 41 5861-7682
985,127.593.406-43,Luiza Sá,2002-04-22,F,luiza.sa@email.com,84 6562 2419
986,784.692.310-22,Maria Luísa Nogueira,1989-09-21,F,maria.nogueira@email.com,+55 (031) 9035-0061
987,974.165.280-11,Liz Montenegro,1965-07-31,F,liz.montenegro@email.com,+55 (071) 4668 2121
988,952.764.103-99,Pedro da Cunha,1989-07-22,M,pedro.cunha@email.com,+55 84 4111-9738
989,273.058.146-44,Anna Liz Moura,1967-08-10,F,anna.moura@email.com,0900 488 2188
990,068.297.534-65,Otto Nascimento,1957-01-06,M,otto.nascimento@email.com,+55 31 2543 4123
991,604.759.382-83,Dante Santos,1978-06-12,M,dante.santos@email.com,+55 (011) 1860-0320
992,780.962.534-92,Sr. Cauã Peixoto,1964-11-30,M,sr..peixoto@email.com,(071) 1317-1978
993,162.874.059-02,Augusto Vasconcelos,1951-05-09,M,augusto.vasconcelos@email.com,0800 478 5501
994,539.410.678-93,Gustavo Macedo,1982-08-17,M,gustavo.macedo@email.com,51 7807 2790
995,619.045.728-20,Sr. Ravi Lucca Camargo,2001-06-15,M,sr..camargo@email.com,+55 (021) 2399-6477
996,753.098.642-29,Vitor Gabriel Costa,1998-12-21,M,vitor.costa@email.com,(011) 8085 5780
997,493.615.702-34,Enzo Gabriel Rezende,2000-09-26,M,enzo.rezende@email.com,+55 71 6906 9685
998,706.932.815-02,José Pedro Gonçalves,1961-05-20,M,jose.goncalves@email.com,0500 521 5016
999,107.895.264-76,Diogo Gomes,2005-05-27,M,diogo.gomes@email.com,+55 (031) 4319-8392
1000,813.062.549-06,Vitor Hugo da Rocha,1985-07-11,M,vitor.rocha@email.com,+55 11 0530 2151
